gene_id,CLIP-35L33G,RNA-control,RNA-siLin28a,RNA-siLuc,RPF-siLin28a,RPF-siLuc
MSTRG.2688,0,0,0,0,0,1013
MSTRG.2688|Mir6910,0,0,1,0,0,0
MSTRG.2689|Plppr3,28,50,46,40,0,2
MSTRG.2691|Prtn3,0,0,0,0,0,0
ENSMUSG00000020125.8|Elane,0,0,0,0,0,0
ENSMUSG00000061780.7|Cfd,0,0,0,0,0,0
MSTRG.2681,0,0,15,0,0,0
MSTRG.2681|Med16,73,122,273,135,42,62
MSTRG.2683|R3hdm4,388,106,211,167,123,101
MSTRG.2685|Kiss1r,0,0,0,0,0,0
MSTRG.2682|Arid3a,0,50,105,73,14,34
MSTRG.2690|Gm17134,73,39,97,94,0,0
MSTRG.2677|Gm19810,238,215,237,129,632,666
MSTRG.2680|U6,22,2,2,2,2,3
MSTRG.2683,199,0,0,0,0,0
MSTRG.2684|Gm26602,1,2,7,2,1,2
MSTRG.2695|Polr2e,524,672,1679,1233,820,1262
MSTRG.2697|Gpx4,710,780,1260,673,1080,734
MSTRG.2697,0,18,364,154,9,83
MSTRG.2700|Sbno2,130,151,284,437,65,100
MSTRG.2700,0,127,325,0,1,0
MSTRG.2701,2,11,46,12,2,2
MSTRG.2702,4,3,10,5,1,1
MSTRG.2707|Stk11,300,331,999,730,82,84
MSTRG.2707,0,0,100,0,0,0
MSTRG.2708|Cbarp,0,49,125,55,27,22
MSTRG.2708,0,0,21,0,0,0
MSTRG.2709|Atp5d,359,589,1320,758,904,1043
MSTRG.2704|Midn,417,409,849,611,201,417
MSTRG.2704,0,15,298,22,11,20
MSTRG.2705|Cirbp,211,98,354,197,93,114
MSTRG.2706|Fam174c,0,17,19,43,26,24
MSTRG.2703|Efna2,0,0,0,0,10,0
MSTRG.2710|Gamt,0,0,0,0,0,5
MSTRG.2712|Pwwp3a,287,451,1012,838,61,194
MSTRG.2711,0,109,73,194,32,26
MSTRG.2711|Ndufs7,188,166,601,249,531,537
MSTRG.2714|Dazap1,296,522,1548,1221,260,608
MSTRG.2714,4,26,41,59,0,0
MSTRG.2714|Mir6911,0,1,0,0,0,0
MSTRG.2715|Gm15122,0,0,0,0,0,0
ENSMUSG00000020131.15|Pcsk4,0,0,0,0,0,0
MSTRG.2713|Rps15,1590,1886,5754,3181,2385,2599
MSTRG.2713,297,25,4,21,23,15
MSTRG.2721|Reep6,0,78,120,111,63,93
MSTRG.2716|Apc2,0,0,0,0,0,0
MSTRG.2717|2310011J03Rik,0,59,122,113,72,93
ENSMUSG00000043822.19|Adamtsl5,0,0,0,0,0,0
ENSMUSG00000104429.2|2610034O05Rik,0,0,0,0,0,0
ENSMUSG00000045518.9|Onecut3,5,1,2,1,1,2
ENSMUSG00000003341.10|Atp8b3,0,0,0,0,0,0
MSTRG.2724|Abhd17a,61,248,215,321,81,48
MSTRG.2724,0,18,230,0,0,47
MSTRG.2725|Gm29093,0,5,3,0,0,0
MSTRG.2726|Rexo1,0,99,295,86,0,0
MSTRG.2726,197,167,438,298,62,69
MSTRG.2726|Klf16,145,186,347,230,72,98
MSTRG.2718|Plk5,0,24,29,0,0,0
ENSMUSG00000087432.2|Gm15123,0,0,0,0,0,0
ENSMUSG00000085712.2|Gm15124,0,0,0,0,0,0
ENSMUSG00000112648.2|Gm47793,0,0,0,0,0,1
MSTRG.2719|Mex3d,0,131,235,154,36,43
MSTRG.2719,0,0,0,14,0,0
MSTRG.2720|ENSMUSG00002076295,0,0,0,0,0,0
MSTRG.2723|Mbd3,207,494,713,561,209,244
MSTRG.2722|Uqcr11,334,388,1024,645,846,741
MSTRG.2727|Tcf3,171,306,949,688,120,200
MSTRG.2727,0,186,171,92,26,21
ENSMUSG00002076504.1|U6,0,0,0,0,0,0
MSTRG.2723,2,24,153,100,0,97
MSTRG.2730|Scamp4,70,20,62,40,159,141
MSTRG.2730,35,192,111,199,54,75
MSTRG.2730|Adat3,0,64,0,55,23,53
MSTRG.2730|Gm49322,234,13,266,24,18,22
MSTRG.2730|Mir6912,0,1,1,2,0,0
MSTRG.2734|Dot1l,412,270,1417,472,135,231
MSTRG.2734,6,278,0,383,1,0
MSTRG.2735|Gm17151,0,0,0,0,0,0
ENSMUSG00000035262.6|Amh,0,0,0,0,0,0
ENSMUSG00000020216.14|Jsrp1,0,0,7,0,0,0
MSTRG.2737|Plekhj1,272,134,320,267,235,224
MSTRG.2738,0,0,122,209,0,0
MSTRG.2738|Sf3a2,387,272,540,226,170,392
MSTRG.2729|Csnk1g2,51,93,170,286,30,63
MSTRG.2728,0,123,64,78,0,0
MSTRG.2728|Btbd2,120,135,385,228,92,115
MSTRG.2732|Mknk2,195,241,550,358,35,65
MSTRG.2732,0,0,0,1,7,4
MSTRG.2731|Mob3a,0,60,133,74,38,45
ENSMUSG00000055862.8|Izumo4,0,0,14,0,0,0
MSTRG.2733|Ap3d1,356,519,1166,899,126,200
MSTRG.2733,0,4,61,0,0,0
MSTRG.2729,305,442,916,434,15,0
MSTRG.2741|Gadd45b,0,25,193,74,59,43
MSTRG.2742|Lmnb2,271,546,1295,916,182,368
MSTRG.2747|Sgta,187,384,1135,759,350,524
MSTRG.2736|Oaz1,45,793,176,169,0,8
MSTRG.2736,608,250,1071,877,801,829
MSTRG.2736|Mir1982,0,1,1,1,0,0
ENSMUSG00000051067.9|Lingo3,0,0,25,0,12,10
MSTRG.2745|Lsm7,201,100,301,183,231,196
MSTRG.2746|Sppl2b,94,59,143,68,84,67
MSTRG.2746,0,0,12,0,0,0
MSTRG.2739|Tmprss9,0,0,0,0,0,0
MSTRG.2740|Timm13,154,311,787,566,535,563
MSTRG.2745,12,17,0,12,32,60
MSTRG.2743|Gng7,0,8,33,22,5,5
ENSMUSG00000043670.5|Diras1,0,0,0,0,0,0
ENSMUSG00000087114.2|Gm16099,0,0,0,0,0,0
ENSMUSG00000046822.15|Slc39a3,0,15,49,0,20,17
MSTRG.2744|Gm3828,2,2,5,5,71,48
ENSMUSG00000035041.9|Creb3l3,0,3,0,0,0,0
MSTRG.2748|Thop1,667,742,1756,1347,200,747
ENSMUSG00000078439.10|Smim24,0,0,10,4,0,0
MSTRG.2765|Mfsd12,0,70,394,94,114,51
MSTRG.2766|4930404N11Rik,0,16,19,34,0,0
MSTRG.2767|Fzr1,116,515,1512,781,169,332
MSTRG.2768|Dohh,189,335,968,469,308,437
MSTRG.2768|Mir6913,0,0,0,0,0,0
MSTRG.2768|Gm48551,5,8,13,12,2,0
MSTRG.2768|Gm48552,0,0,0,0,0,0
MSTRG.2760|Pip5k1c,112,202,646,333,52,56
MSTRG.2761|Gm16315,0,0,0,0,0,0
MSTRG.2759|Cactin,159,151,567,362,54,98
ENSMUSG00000034881.9|Tbxa2r,0,0,0,0,0,0
ENSMUSG00000034872.7|Gipc3,0,0,0,0,0,0
MSTRG.2764|Hmg20b,133,129,385,223,92,127
ENSMUSG00000044199.7|S1pr4,5,2,5,5,2,3
MSTRG.2774|Nfic,88,93,236,115,23,29
MSTRG.2775|Gm16104,0,5,6,0,3,0
MSTRG.2776|Mir1191b,0,0,0,0,0,0
MSTRG.2777,0,63,0,0,0,0
MSTRG.2778|Celf5,0,29,72,67,0,13
MSTRG.2779|Gm16105,0,0,0,0,0,0
MSTRG.2777|Ncln,525,306,786,475,594,498
MSTRG.2750|Map2k2,155,350,972,709,167,267
MSTRG.2750,0,22,15,0,0,0
MSTRG.2749|Zbtb7a,147,114,205,154,0,5
MSTRG.2749,0,0,189,36,15,13
MSTRG.2751|Pias4,30,243,246,496,11,221
MSTRG.2753|Eef2,16896,13353,39636,25847,1998,4641
MSTRG.2754|4930442H23Rik,0,5,5,1,3,1
MSTRG.2755|Dapk3,37,157,293,251,83,157
MSTRG.2756,0,3,0,0,0,0
MSTRG.2757|Atcayos,0,0,10,0,2,1
MSTRG.2758|Nmrk2,0,3,0,0,0,0
MSTRG.2756|Atcay,0,95,0,0,0,0
ENSMUSG00000034949.19|Zfr2,0,0,0,0,0,0
ENSMUSG00000004933.18|Matk,0,0,0,0,0,0
MSTRG.2762|Apba3,45,116,53,135,162,15
MSTRG.2762,0,0,276,0,0,174
MSTRG.2763|Tjp3,43,95,313,123,19,30
MSTRG.2763,0,0,0,0,0,0
MSTRG.2751,149,25,509,12,98,0
MSTRG.2753|Snord37,287,4,3,2,0,0
MSTRG.2752|Mrpl54,113,83,207,160,191,199
MSTRG.2762|Mir3057,1,1,1,1,1,1
MSTRG.2769|Gna15,0,29,49,58,28,39
MSTRG.2770|Gm16106,49,2,22,11,103,36
MSTRG.2770|ENSMUSG00002074981,1,0,8,4,25,92
MSTRG.2771|Gna11,140,193,582,401,81,132
MSTRG.2772|Tle5,592,422,1205,856,205,309
MSTRG.2800|Gm15917,0,0,0,0,0,0
MSTRG.2801|Tle2,0,0,14,0,0,0
MSTRG.2787|Ankrd24,0,54,107,118,30,49
ENSMUSG00000074862.12|BC025920,24,14,13,14,1,1
MSTRG.2773|Sirt6,57,101,337,195,70,126
MSTRG.2783|Gm10778,63,34,174,145,33,51
MSTRG.2784|Gm8112,80,54,137,85,159,191
MSTRG.2786|Gm5173,8,10,4,3,7,14
MSTRG.2780|Zfp433,27,13,43,41,10,18
MSTRG.2782|Gm47529,0,0,0,0,0,0
MSTRG.2781|Gm8249,70,57,41,29,98,113
MSTRG.2788|Gm8137,16,129,3,4,2,2
MSTRG.2785|Gm3055,73,18,45,57,16,24
ENSMUSG00000112877.2|Gm47537,0,0,0,0,0,0
MSTRG.2789|Gm4767,60,25,164,144,31,50
MSTRG.2790|Gm8264,84,76,159,94,169,204
MSTRG.2791|Gm8153,7,9,4,4,4,8
MSTRG.2795|Gm47539,0,0,0,0,0,0
MSTRG.2793|Gm32687,24,11,34,34,8,17
MSTRG.2794|Gm8274,57,72,45,31,100,118
MSTRG.2792|Gm8158,14,31,4,2,3,4
ENSMUSG00000096718.3|Zfp781,72,21,47,57,10,18
ENSMUSG00000112205.2|Gm47546,0,0,0,0,0,0
MSTRG.2799|Gm8170,12,1,3,9,6,11
MSTRG.2796|Gm8290,53,7,57,37,71,83
MSTRG.2797|Gm46194,11,1,1,1,1,1
MSTRG.2798|Gm33378,41,4,12,9,0,0
MSTRG.2804|Zfp873,32,31,159,36,20,29
MSTRG.2805|Gm18556,0,0,0,0,0,0
MSTRG.2809,0,0,0,6,0,0
MSTRG.2809|BC024063,42,0,42,36,21,30
ENSMUSG00000111930.2|Gm47382,0,0,0,0,0,0
ENSMUSG00000044581.9|4932415D10Rik,0,1,0,0,0,0
ENSMUSG00000078435.6|AU041133,0,0,32,35,0,0
ENSMUSG00000112110.2|Gm15608,0,0,0,0,0,0
MSTRG.2806|Zfp938,73,28,64,68,48,40
MSTRG.2803|Gm47572,37,18,39,40,1,0
MSTRG.2808|Gm47573,9,10,19,32,0,0
ENSMUSG00000112070.2|Gm47809,2,0,1,1,0,1
MSTRG.2807|Gm8188,103,24,64,50,10,12
MSTRG.2811|Ap3m1-ps,57,24,74,82,28,46
MSTRG.2812|1190007I07Rik,0,27,74,71,94,81
ENSMUSG00000112560.2|Gm19186,0,0,0,0,0,0
MSTRG.2810|Gm4924,548,50,106,97,14,49
MSTRG.2813|Hcfc2,0,0,59,27,0,0
MSTRG.2815,31,256,13,507,56,0
MSTRG.2815|Tdg,1218,16,566,15,29,144
MSTRG.2816|Glt8d2,0,0,0,0,0,0
MSTRG.2814,0,0,100,82,14,10
MSTRG.2814|Nfyb,492,191,400,409,148,219
ENSMUSG00000112134.2|Gm40723,0,0,0,0,0,0
ENSMUSG00000034591.6|Slc41a2,0,0,0,0,0,5
ENSMUSG00000112577.2|Gm47170,2,0,1,0,0,0
ENSMUSG00000056821.14|1700028I16Rik,0,0,0,0,0,0
MSTRG.2823|Gm38560,0,0,0,0,0,1
MSTRG.2824|Gm47073,0,0,0,0,0,0
MSTRG.2822|Txnrd1,755,932,2410,2049,245,552
MSTRG.2825|Eid3,0,11,15,18,1,0
MSTRG.2820|1700025N21Rik,0,0,0,0,0,0
MSTRG.2821|U6,0,0,0,0,0,0
MSTRG.2817|Gm4799,1761,220,298,238,218,210
MSTRG.2818|Chst11,151,0,72,38,18,17
MSTRG.2819|Gm10773,5,2,2,1,0,0
ENSMUSG00000112077.2|Gm47245,0,0,0,0,0,0
MSTRG.2836|Appl2,63,70,41,59,30,9
MSTRG.2836,0,0,253,170,0,57
MSTRG.2829|1500009L16Rik,148,52,169,128,73,70
MSTRG.2828|Gm47247,24,0,4,2,5,9
ENSMUSG00000020033.3|4930463O16Rik,0,0,0,0,0,0
ENSMUSG00000111487.2|1700092E16Rik,0,0,0,0,0,0
ENSMUSG00000111478.2|Gm18251,0,0,0,0,0,0
ENSMUSG00000111514.2|E230014E18Rik,0,0,0,0,0,0
MSTRG.2835|Ckap4,1021,172,744,478,710,611
ENSMUSG00000111062.2|Gm47253,0,0,0,0,0,0
MSTRG.2831,0,204,0,0,0,0
MSTRG.2832|Nuak1,0,34,177,57,0,0
MSTRG.2831|Gm5425,273,73,728,592,683,920
MSTRG.2839,0,28,0,0,0,0
MSTRG.2839|Ric8b,93,103,367,265,43,85
ENSMUSG00000050035.8|Fhl4,0,0,0,0,0,0
MSTRG.2837|Tmem263,259,115,425,309,108,117
MSTRG.2838|Mterf2,0,0,63,51,14,27
MSTRG.2840|Psma5-ps,158,97,268,236,180,295
MSTRG.2843|Cry1,149,122,414,338,80,135
ENSMUSG00000111752.2|Gm38575,0,0,0,0,0,0
MSTRG.2833|Platr7,0,16,51,44,3,0
MSTRG.2833,0,0,2,17,8,8
ENSMUSG00000020034.8|Tcp11l2,0,4,0,0,6,0
ENSMUSG00000089096.3|Gm25657,0,0,0,0,0,0
MSTRG.2841|Gm17249,0,7,14,10,0,9
MSTRG.2842|Polr3b,657,442,1044,1005,62,170
ENSMUSG00000020037.16|Rfx4,0,0,0,0,0,0
ENSMUSG00002074857.1|U6,0,0,0,0,0,0
MSTRG.2834,33,1,6,9,0,1
ENSMUSG00000112479.2|Gm21026,0,0,0,0,0,0
ENSMUSG00000112451.2|Gm6714,4,0,0,0,0,0
ENSMUSG00000112119.2|Gm47362,0,0,0,0,0,0
ENSMUSG00000112568.2|Gm47363,0,0,0,0,0,0
ENSMUSG00000111996.2|Gm47365,0,0,0,0,0,0
ENSMUSG00000112504.2|Gm47367,0,0,0,0,0,0
ENSMUSG00000111884.2|Gm19612,0,0,0,0,1,0
ENSMUSG00000112826.2|Gm1559,0,0,0,0,0,0
ENSMUSG00000112318.2|Gm6721,0,0,0,0,0,0
ENSMUSG00000111891.2|Gm47366,2,0,0,0,0,0
ENSMUSG00000112418.2|Gm9466,3,1,0,1,0,0
MSTRG.2844|Btbd11,98,62,235,93,68,55
ENSMUSG00000111435.2|Gm47358,0,0,0,0,0,0
ENSMUSG00000111609.2|Gm6713,0,0,0,0,0,0
ENSMUSG00000112834.2|Gm48464,3,0,0,0,0,0
MSTRG.2845|Pwp1,272,384,526,662,102,359
MSTRG.2845|Gm19624,0,0,0,0,3,2
MSTRG.2846|Gm47006,0,0,0,0,0,0
MSTRG.2845,0,0,246,0,0,0
MSTRG.2850|Prdm4,293,195,423,357,41,63
MSTRG.2847|Ascl4,4,1,2,3,0,2
MSTRG.2848,0,0,53,0,0,0
ENSMUSG00000050108.13|Bpifc,0,0,0,0,0,0
MSTRG.2852|A230060F14Rik,0,4,2,3,9,8
MSTRG.2853|Fbxo7,183,76,145,145,55,78
MSTRG.2853,0,0,0,0,0,10
MSTRG.2854|Gm24430,0,0,0,0,0,0
MSTRG.2850,4,0,0,0,0,0
MSTRG.2848|Rtcb,548,503,1107,1228,116,316
MSTRG.2849|Gm48175,12,0,0,0,1,1
ENSMUSG00000059602.15|Syn3,0,0,0,0,5,0
ENSMUSG00000112493.2|4930486F22Rik,0,0,0,0,0,0
ENSMUSG00000087256.2|Gm15990,0,0,0,0,0,0
ENSMUSG00000020044.14|Timp3,0,26,64,0,29,35
ENSMUSG00000112586.2|Gm6729,0,0,0,0,0,0
ENSMUSG00000090816.2|Gm6729,0,0,0,0,0,0
ENSMUSG00000112893.2|Gm9583,10,0,3,8,0,1
ENSMUSG00000112115.2|Gm21027,1,0,1,1,1,0
MSTRG.2827|Aldh1l2,43,0,23,38,0,0
MSTRG.2830|Washc4,1559,509,1295,1508,138,287
MSTRG.2826|D10Wsu102e,5032,2470,7147,7514,302,338
MSTRG.2855|U6,7,1,0,0,1,1
ENSMUSG00000112213.2|4930555G07Rik,0,0,0,0,0,0
ENSMUSG00000103862.4|Gm10764,1,0,2,1,0,0
MSTRG.2862|Gm48308,24,8,27,28,0,0
MSTRG.2857|Gm48306,0,2,0,11,0,6
MSTRG.2856|Tyms-ps,52,16,61,47,33,40
ENSMUSG00000058934.9|Igf1os,0,0,0,0,0,0
ENSMUSG00000020053.19|Igf1,0,0,0,0,4,0
ENSMUSG00000020052.10|Ascl1,0,0,0,0,0,0
ENSMUSG00000112460.2|Gm48120,0,0,0,0,0,0
ENSMUSG00000020051.18|Pah,0,0,0,0,0,0
MSTRG.2870|Pmch,0,6,7,0,0,0
MSTRG.2871|Parpbp,146,85,218,162,48,105
MSTRG.2873|4921515L22Rik,0,0,0,0,0,0
MSTRG.2872|Gm6653,4,3,4,4,0,0
MSTRG.2874|Nup37,295,125,365,271,88,178
MSTRG.2874,0,47,0,91,0,33
MSTRG.2875|Gm26357,0,1,0,0,0,0
MSTRG.2878|Gm29807,7,2,7,5,2,1
MSTRG.2880|Chpt1,174,36,104,296,25,0
MSTRG.2881|Sycp3,215,0,58,51,34,63
MSTRG.2879|Spic,12,8,31,14,15,0
MSTRG.2869|Washc3,48,54,139,97,134,138
ENSMUSG00000112715.2|Gm48476,0,0,0,0,0,0
ENSMUSG00000020057.3|Dram1,0,0,0,0,0,0
MSTRG.2884|Gnptab,814,161,446,356,161,122
MSTRG.2885|Gm16235,0,0,0,0,0,0
MSTRG.2868|Gm17980,24,7,23,52,2,10
ENSMUSG00000112565.2|Gm48473,0,0,0,0,0,0
ENSMUSG00000112699.2|Gm48474,0,0,0,0,0,0
ENSMUSG00000112359.2|Gm48475,0,0,0,0,0,0
ENSMUSG00000112282.2|Gm19989,0,1,0,0,0,0
ENSMUSG00000090308.3|Gm5174,0,0,0,0,0,0
ENSMUSG00000112666.2|Gm48485,0,0,0,0,0,0
MSTRG.2858|1810014B01Rik,79,52,218,224,471,316
MSTRG.2859|Hsp90b1,18947,1568,5953,5925,20944,18202
MSTRG.2860|Ttc41,0,0,0,0,0,0
MSTRG.2860|Gm49358,0,0,0,0,4,0
MSTRG.2860|Nt5dc3,0,59,201,118,13,23
MSTRG.2863|Gm16268,0,0,0,0,0,0
MSTRG.2864|Stab2,0,0,0,0,0,0
MSTRG.2865|Gm16280,0,0,0,0,0,2
MSTRG.2865|Gm16270,0,0,3,2,1,1
MSTRG.2866|Gm16271,0,0,0,0,0,0
ENSMUSG00000047129.12|1700113H08Rik,0,0,0,0,0,0
MSTRG.2851|Gm18876,3,2,0,1,0,1
MSTRG.2859|Gm15344,2,5,6,8,0,0
MSTRG.2859|ENSMUSG00002076916,1,1,1,1,1,1
MSTRG.2861|Fabp3-ps1,152,61,325,316,494,472
MSTRG.2867|Gm16269,2,1,4,3,6,9
ENSMUSG00000020061.19|Mybpc1,0,0,0,0,0,0
ENSMUSG00000112869.2|Gm48108,0,0,0,0,0,0
ENSMUSG00000112841.2|Gm48752,2,0,1,0,0,0
MSTRG.2876|Gm8435,23,0,2,5,1,2
MSTRG.2877|Gm48106,29,77,80,55,0,0
ENSMUSG00000020062.8|Slc5a8,0,0,0,0,0,0
ENSMUSG00000111919.2|Gm46192,0,0,0,0,0,0
ENSMUSG00002076134.1|5S_rRNA,0,0,0,0,0,0
ENSMUSG00000112467.2|Gm48144,0,0,0,0,0,0
MSTRG.2883|Arl1,576,225,564,547,323,333
MSTRG.2891|Utp20,2120,863,2273,2017,110,292
MSTRG.2891,0,0,0,24,0,0
MSTRG.2882|Gm4925,5,1,5,3,2,2
ENSMUSG00000112272.2|Gm48087,1,1,1,1,0,1
ENSMUSG00000035189.18|Ano4,0,0,0,0,0,0
ENSMUSG00000019935.17|Slc17a8,0,0,0,0,0,0
MSTRG.2886,0,0,37,8,0,0
MSTRG.2886|Gas2l3,924,267,455,444,65,103
MSTRG.2887|Scyl2,221,112,367,316,49,112
ENSMUSG00000097383.2|1500026H17Rik,0,0,0,0,0,0
MSTRG.2888|Actr6,107,47,116,153,43,74
MSTRG.2890|Uhrf1bp1l,499,271,759,734,136,153
MSTRG.2889|U6,2,0,0,1,1,1
ENSMUSG00000110847.2|Gm18705,0,0,5,0,0,0
MSTRG.2896|Gm47091,108,11,29,36,67,78
ENSMUSG00000110794.2|4930401A07Rik,0,0,0,0,0,0
ENSMUSG00000112117.3|Rmst,4,2,0,2,1,0
ENSMUSG00002075017.1|ENSMUSG00002075017,0,0,0,0,0,0
ENSMUSG00000065524.3|Mir135a-2,0,0,0,0,0,0
ENSMUSG00002076545.1|ENSMUSG00002076545,0,0,0,0,0,0
ENSMUSG00002075375.1|ENSMUSG00002075375,0,0,0,0,0,0
ENSMUSG00002075948.1|ENSMUSG00002075948,0,0,0,0,0,0
ENSMUSG00002075598.1|ENSMUSG00002075598,0,0,0,0,0,0
ENSMUSG00002076875.1|ENSMUSG00002076875,0,0,0,0,0,0
ENSMUSG00002076982.1|ENSMUSG00002076982,0,0,0,0,0,0
ENSMUSG00002075145.1|ENSMUSG00002075145,0,0,0,0,0,0
ENSMUSG00000093227.3|Mir1251,0,0,0,0,0,0
ENSMUSG00000111657.2|Gm31592,0,0,0,0,0,0
MSTRG.2913|Gm24241,0,0,0,0,0,0
MSTRG.2912|Nedd1,94,54,174,215,42,57
MSTRG.2914|Gm47993,0,0,2,1,0,0
MSTRG.2912|Gm49783,7,1,3,7,1,1
MSTRG.2893|Gm20757,0,0,1,0,0,0
MSTRG.2895|Gm47124,0,0,0,0,0,0
MSTRG.2894|Gm8512,6,2,1,4,3,6
ENSMUSG00000088407.3|Gm25884,0,0,0,0,0,0
ENSMUSG00000111604.2|Gm18043,2,0,0,0,0,0
MSTRG.2897|Gm4800,28,12,74,45,37,75
MSTRG.2902|Gm3523,4,2,3,2,116,100
MSTRG.2902|ENSMUSG00002076919,1,1,1,0,1,1
MSTRG.2898|Apaf1,0,96,416,288,29,53
MSTRG.2899|Gm25390,0,0,0,0,0,0
MSTRG.2900|Ikbip,174,0,54,29,23,21
MSTRG.2892|Slc25a3,1659,1431,3485,2604,1197,1529
MSTRG.2901|Tmpo,1148,746,2040,1982,275,707
ENSMUSG00000111544.2|4930534H03Rik,0,0,0,0,0,0
ENSMUSG00000110870.2|Gm47081,0,0,0,0,0,0
MSTRG.2900,36,0,0,18,44,23
MSTRG.2892|Gm24119,11,6,5,1,3,1
MSTRG.2903|Anks1b,3,1,2,2,5,15
MSTRG.2906|U6,0,0,0,0,0,0
MSTRG.2909|Gm47589,0,0,0,1,0,0
MSTRG.2910|Gm47592,0,0,0,0,0,0
MSTRG.2904,36,52,7,3,5,4
MSTRG.2905|Gm5780,8,7,41,19,10,9
MSTRG.2907|Gm47591,3,1,2,3,1,1
MSTRG.2908|Gm18670,4,0,1,0,0,0
MSTRG.2911|Gm47590,1,1,0,1,1,0
ENSMUSG00000110647.3|Gm17745,0,0,0,0,0,0
MSTRG.2916|Mir1931,0,0,0,0,1,1
MSTRG.2915|Cdk17,180,114,255,221,34,57
MSTRG.2917|Elk3,88,56,209,148,43,45
ENSMUSG00000020014.19|Cfap54,0,0,0,0,0,0
ENSMUSG00000111013.2|Gm32468,0,0,0,0,0,0
ENSMUSG00000015890.3|Amdhd1,0,0,0,0,0,0
MSTRG.2920|Lta4h,203,232,636,540,105,272
MSTRG.2918|Hal,0,34,56,65,0,0
ENSMUSG00000111366.2|Gm47156,0,0,0,0,0,0
MSTRG.2919|Gm3571,84,144,316,331,85,194
MSTRG.2925|Ccdc38,0,0,21,69,0,0
MSTRG.2927|4933408J17Rik,0,0,0,0,0,0
MSTRG.2926|Snrpf,926,319,527,447,443,521
MSTRG.2928|U6,41,1,1,1,1,2
MSTRG.2921|Ntn4,0,0,0,0,0,0
MSTRG.2922|Gm8580,9,14,25,11,24,30
MSTRG.2923|Gm15915,9,4,3,6,2,4
MSTRG.2924|Gm15963,11,0,1,1,1,2
MSTRG.2933|Nr2c1,0,0,62,35,48,48
MSTRG.2934|Gm26122,1,0,2,0,0,1
MSTRG.2929|Usp44,101,51,136,124,71,70
MSTRG.2929,0,3,4,0,0,15
MSTRG.2935|Metap2,1063,539,1419,1620,157,451
ENSMUSG00000097689.2|4930471D02Rik,0,0,0,0,0,0
MSTRG.2938|Ndufa12,103,64,240,211,209,266
MSTRG.2938,18,6,0,0,0,12
MSTRG.2930|Fgd6,81,34,66,93,17,34
MSTRG.2932|Gm48372,0,0,0,2,0,0
MSTRG.2931|Gm18391,8,1,0,1,0,0
MSTRG.2936|Vezt,132,33,164,93,42,29
MSTRG.2937|Gm48191,0,0,0,2,0,0
MSTRG.2936|Mir331,3,1,1,1,0,0
MSTRG.2936|Gm49628,3,0,1,4,1,1
ENSMUSG00000112477.2|Gm48657,0,0,0,0,0,0
ENSMUSG00000112682.2|Gm48874,11,3,7,5,1,1
ENSMUSG00000020023.19|Tmcc3,0,0,0,0,0,4
ENSMUSG00000085409.2|Gm16155,0,0,0,0,0,1
ENSMUSG00000086269.3|Tmcc3os,0,0,0,2,0,0
ENSMUSG00000098544.3|Mir7211,0,0,0,0,0,0
ENSMUSG00000112481.2|Gm29684,0,0,0,0,0,0
ENSMUSG00000112501.2|Gm33091,0,0,0,0,0,0
ENSMUSG00000112677.2|Gm48868,2,2,1,3,1,2
ENSMUSG00000097766.2|5730420D15Rik,0,0,0,0,0,0
MSTRG.2947|Socs2,128,103,344,305,81,98
MSTRG.2942|Cep83os,0,0,0,0,0,0
MSTRG.2944|Cep83,564,90,333,356,16,30
MSTRG.2945|Gm48689,0,0,0,0,0,0
ENSMUSG00002076700.1|5S_rRNA,0,0,0,0,0,0
ENSMUSG00000074785.6|Plxnc1,36,15,26,30,25,19
MSTRG.2943|Gm49167,16,3,8,5,1,2
ENSMUSG00000112736.2|Gm48718,2,0,1,1,1,1
MSTRG.2939|Cradd,21,20,47,76,24,44
MSTRG.2941|Gm48882,0,0,0,0,0,0
ENSMUSG00000100550.3|2310039L15Rik,8,0,8,7,2,0
MSTRG.2940|Gm48880,11,1,4,1,1,1
ENSMUSG00000112725.2|Gm47600,0,0,0,2,0,0
MSTRG.2948|Mrpl42,401,245,598,553,306,374
ENSMUSG00000112261.2|Gm47599,1,0,4,0,0,3
MSTRG.2946|Gm3619,16,3,1,3,5,11
MSTRG.2949|Ube2n,570,203,741,611,184,241
ENSMUSG00000112439.2|Gm33336,0,0,0,0,0,0
MSTRG.2950|Anapc15-ps,46,5,26,32,5,12
ENSMUSG00000112025.2|Gm47669,1,0,0,1,0,0
ENSMUSG00000112519.2|Gm47671,0,0,0,0,0,0
ENSMUSG00000112289.2|1110019B22Rik,0,0,0,0,0,0
MSTRG.2951,0,21,68,90,34,38
MSTRG.2952|Mir3058,0,0,0,0,0,0
MSTRG.2951|Nudt4,1855,358,1358,1135,171,226
ENSMUSG00000112188.2|Gm47708,0,0,0,0,0,0
MSTRG.2953|Gm47724,2,1,3,4,8,16
MSTRG.2954|Gm47725,0,0,29,1,0,0
MSTRG.2954,0,0,0,29,0,0
ENSMUSG00000101517.7|4732465J04Rik,0,0,0,0,0,0
ENSMUSG00000112771.2|Gm47718,0,0,0,0,0,0
ENSMUSG00000112599.2|Gm47719,0,0,0,0,0,0
ENSMUSG00000110353.2|Gm33543,0,0,0,0,0,0
MSTRG.2955|Gm5426,25,2,3,1,21,17
